School Name,BoroughCode,Geographical District,Project Description,Construction Award,Project type,Building ID,Building Address,City,Postcode,Borough,Latitude,Longitude,Community Board,Council District,BIN,BBL,Census Tract (2020),Neighborhood Tabulation Area (NTA) (2020),Location 1
P.S. 100 - BROOKLYN,K,21,COVID VENTILATION / COVID FIRE ALARM SYSTEM,3998000,CIP,K100,2951 WEST 3 STREET,Brooklyn,11209,BROOKLYN,40.618415,-74.028842,310,47,3154775,3060880001,160,BK1001,"(40.618415, -74.028842)"
P.S. 229 - QUEENS,Q,24,FIRE ALARM REPLACEMENT,835000,CIP,Q229,67-25 51 ROAD,Queens,11385,QUEENS,40.699149,-73.903799,405,34,4435561,4035610001,553,QN0502,"(40.699149, -73.903799)"
P.S. 19 - MANHATTAN,M,1,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,6866000,CIP,M019,185 1 AVENUE,Manhattan,10002,MANHATTAN,40.720581,-73.985645,103,1,1004323,1003540080,3001,MN0302,"(40.720581, -73.985645)"
P.S. 31 - BROOKLYN,K,14,FULL PROGRAM ACCESSIBILITY,15988000,CIP,K031,75 MESEROLE AVENUE,Brooklyn,11233,BROOKLYN,40.681904,-73.935895,303,36,3047054,3016740011,273,BK0302,"(40.681904, -73.935895)"
P.S. 101 - BROOKLYN,K,21,IPDVS CAMERA INSTALLATION / RESO A IPDVS SYSTEM,370000,CIP,K101,8696 24 AVENUE,Brooklyn,11209,BROOKLYN,40.618415,-74.028842,310,47,3154775,3060880001,160,BK1001,"(40.618415, -74.028842)"
P.S. 116 - QUEENS,Q,29,EXISTING BUILDING/FIRE ALARM UPGRADE / EXISTING BUILDING/ IPDVS UPGRADE / EXISTING BUILDING/ELECTRICAL SYSTEMS UPGRADE / TCU REMOVAL/PLAYGROUND REDEVELOPMENT-TCU REMOVAL/PLAYGROUND RENOVATION,5445971,CIP,Q116,107-25 WREN PLACE,Queens,11385,QUEENS,40.704406,-73.875183,405,32,4092660,4038120020,63301,QN0503,"(40.704406, -73.875183)"
P.S. 91 - BRONX,X,10,FY18 RESO A GYMNASIUM UPGRADE,67490,CIP,X091,2170 AQUEDUCT AVENUE,Bronx,10452,BRONX,40.842943,-73.920563,204,16,2088263,2028730027,21302,BX0403,"(40.842943, -73.920563)"
J.H.S. 47 (SCH FOR THE DEAF) - M,M,2,LOW VOLTAGE ELECTRICAL SYSTEM,2773000,CIP,M047,223 EAST 23 STREET,Manhattan,10025,MANHATTAN,40.800119,-73.962837,107,7,1055990,1018620011,193,MN0703,"(40.800119, -73.962837)"
X352 SPED - BRONX,X,8,COVID VENTILATION,3455000,CIP,X075,984 FAILE STREET,Bronx,10467,BRONX,40.876299,-73.881532,207,11,2018046,2033360035,419,BX0703,"(40.876299, -73.881532)"
EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE  -K,K,19,IPDVS INSTALLATION / IPDVS INSTALLATION,543000,CIP,K072,605 SHEPHERD AVENUE,Brooklyn,11234,BROOKLYN,40.621224,-73.91287,318,46,3236496,3083880002,69602,BK1802,"(40.621224, -73.91287)"
P.S. 230 - BROOKLYN,K,15,IPDVS INSTALLATIONS,185242.28,CIP,K230,1 ALBEMARLE ROAD,Brooklyn,11229,BROOKLYN,40.60422,-73.955485,315,48,3184057,3068210244,558,BK1502,"(40.60422, -73.955485)"
P.S. 76 - MANHATTAN,M,3,ROOFS / EXTERIOR MASONRY / WINDOWS,14211000,CIP,M076,220 WEST 121 STREET,Manhattan,10025,MANHATTAN,40.789526,-73.967574,107,6,1081042,1012050006,177,MN0702,"(40.789526, -73.967574)"
I.S. @ 6315 14 AVENUE - BROOKLYN,K,20,New,63711000,CAP,K082,6315 14 AVENUE,Brooklyn,11219,BROOKLYN,40.625671,-73.998253,311,43,3141885,3057410005,194,BK1002,"(40.625671, -73.998253)"
"MINIVENTURES OF NY, INC.- SITE #4 - BRONX",X,10,LSP - ACS EARLY LEARN LEASE RENEWAL,42700,CIP,XAYF,2863 WEBSTER AVENUE,Bronx,,,,,,,,,,,
P.S. 262 - BROOKLYN,K,16,PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION / LOW-VOLTAGE ELECTRICAL SYSTEM,8928000,CIP,K262,500 MACON STREET,Brooklyn,11209,BROOKLYN,40.620957,-74.03015,310,47,3413664,3060620141,60,BK1001,"(40.620957, -74.03015)"
QUEENS TECH HS - Q,Q,24,FY18 RESO A IPDVS CAMERA INSTALLATION,179245,CIP,Q600,37-02 47 AVENUE,Queens,11432,QUEENS,40.715389,-73.800369,408,24,4211027,4098670002,452,QN0805,"(40.715389, -73.800369)"
P.S./I.S. 276 - MANHATTAN,M,2,IDA INTERIOR SPACES / IDA FLOOD ELIMINATION,711500,CIP,M276,55 BATTERY PLACE,Manhattan,10011,MANHATTAN,40.742867,-74.002136,104,3,1013096,1007420007,89,MN0401,"(40.742867, -74.002136)"
JULIA RICHMAN H.S.,M,2,LL 41/16 COMPLIANCE (002729) / LL 41/16 COMPLIANCE (005181) / LL 41/16 COMPLIANCE (005182) / LL 41/16 COMPLIANCE (002762) / LL 41/16 COMPLIANCE (005183) / LL 41/16 COMPLIANCE  (005184) / LL 41/16 COMPLIANCE (005185) / LL 41/16 COMPLIANCE (005186) / LL 41,19998.32,CIP,M480,317 EAST 67 STREET,Manhattan,10065,MANHATTAN,40.765359,-73.960059,108,5,1083343,1014420001,118,MN0801,"(40.765359, -73.960059)"
CHRISTOPHER AVENUE COMMUNITY SCHOOL,K,23,ROOFS / PARAPETS / EXTERIOR MASONRY / ROOF TOP UNIT / PAVED AREAS- CONCRETE,13345000,CIP,K332,51 CHRISTOPHER AVENUE,Brooklyn,11212,BROOKLYN,40.665965,-73.918107,316,41,3081276,3035350016,900,BK1602,"(40.665965, -73.918107)"
P.S. 15 - BROOKLYN,K,15,IPDVS CAMERA INSTALLATION / IPDVS CAMERA INSTALLATION,350000,CIP,K015,71 SULLIVAN STREET,Brooklyn,11211,BROOKLYN,40.709647,-73.95465,301,34,3063188,3024230001,527,BK0102,"(40.709647, -73.95465)"
P.S. 191 - BROOKLYN,K,17,IPDVS INSTALLATIONS / IPDVS INSTALLATIONS,348500,CIP,K191,1600 PARK PLACE,Brooklyn,11210,BROOKLYN,40.621507,-73.950473,314,45,3208461,3076250001,754,BK1403,"(40.621507, -73.950473)"
P.S. 328 - BROOKLYN,K,19,IPDVS INSTALLATIONS / IPDVS INSTALLATIONS / IPDVS INSTALLATIONS,588995,CIP,K328,330 ALABAMA AVENUE,Brooklyn,11209,BROOKLYN,40.63359,-74.023948,310,47,3146550,3058910048,68,BK1001,"(40.63359, -74.023948)"
HERBERT H. LEHMAN HS - X,X,8,VENTILATION @ X405,16480000,CIP,X405,3000 EAST TREMONT AVENUE,Bronx,10467,BRONX,40.875953,-73.86197,212,12,2057045,2046330040,372,BX1201,"(40.875953, -73.86197)"
I.S. 492- BROOKLYN,K,13,ROOFS / EXTERIOR MASONRY / WINDOWS,11617300,CIP,K305,344 MONROE STREET,Brooklyn,11221,BROOKLYN,40.688695,-73.935499,303,36,3044493,3016300001,293,BK0302,"(40.688695, -73.935499)"
I.S. 218 - BROOKLYN,K,19,EXTERIOR MASONRY,578000,CIP,K218,370 FOUNTAIN AVENUE,Brooklyn,11234,BROOKLYN,40.613317,-73.938871,318,46,3212254,3077060001,646,BK1802,"(40.613317, -73.938871)"
P.S. 124 - MANHATTAN,M,2,FY22 RESO A PLAYGROUND UPGRADE,438720,CIP,M124,40 DIVISION STREET,Manhattan,10032,MANHATTAN,40.841359,-73.938593,112,10,1062994,1021250001,251,MN1201,"(40.841359, -73.938593)"
I.S. @ 650 86 STREET - BROOKLYN,K,20,New,60780000,CAP,K322,650 86 STREET,Brooklyn,11228,BROOKLYN,40.618851,-74.021875,310,50,3153881,3060560015,152,BK1001,"(40.618851, -74.021875)"
CURTIS HS - STATEN ISLAND,R,31,COVID VENTILATION,3628000,CIP,R450,105 HAMILTON AVENUE,Staten Island,10304,STATEN IS,40.610868,-74.087379,501,49,5043479,5028850001,4004,SI0103,"(40.610868, -74.087379)"
P.S. 235 - BROOKLYN,K,18,ELECTRICAL WORK FOR A/C INITIATIVE,7216,CIP,K235,525 LENOX ROAD,Brooklyn,11236,BROOKLYN,40.645243,-73.898241,318,46,3229773,3081880001,974,BK1803,"(40.645243, -73.898241)"
THE ARTHUR A. SCHOMBURG EDUCATIONAL CAMPUS - BRONX,X,9,New,75628000,CAP,X496,330 EAST 180TH STREET,Bronx,10472,BRONX,40.828912,-73.851484,209,18,2026397,2038080038,78,BX0903,"(40.828912, -73.851484)"
SUCCESS ACADEMY CHARTER SCHOOL - BERGEN BEACH - NE,K,22,PATH OF TRAVEL WATER PENETRATION,186950,CIP,K864,3109 NEWKIRK AVENUE,Brooklyn,11212,BROOKLYN,40.661915,-73.915578,316,41,3326658,3035680001,894,BK1602,"(40.661915, -73.915578)"
BROOKLYN LANDMARK ELEMENTARY SCHOOL,K,23,LSP- AUDITORIUM UPGRADE,200000,CIP,K073,251 MACDOUGAL STREET,Brooklyn,11221,BROOKLYN,40.693161,-73.935765,303,36,3043248,3016020019,289,BK0302,"(40.693161, -73.935765)"
UNIVERSITY NEIGHBORHOOD HS - M,M,1,EXTERIOR MASONRY / FLOOD ELIMINATION / WINDOWS / ROOFS,13392000,CIP,M446,200 MONROE STREET,Manhattan,10040,MANHATTAN,40.855855,-73.92712,112,10,1076751,1021600018,277,MN1202,"(40.855855, -73.92712)"
P.S. 15 - BRONX,X,10,IPDVS INSTALLATIONS / IPDVS INSTALLATIONS,495995,CIP,X015,2195 ANDREWS AVENUE,Bronx,10456,BRONX,40.833131,-73.914027,204,16,2002410,2024380050,175,BX0401,"(40.833131, -73.914027)"
BARD COLLEGE HS - MANHATTAN,M,1,WASTE SYSTEM / PARAPETS / EXTERIOR MASONRY,2788678,CIP,M097,525 EAST HOUSTON STREET,Manhattan,10029,MANHATTAN,40.791881,-73.946558,111,8,1051991,1016330013,172,MN1101,"(40.791881, -73.946558)"
P.S. 129 - QUEENS,Q,25,EXTERIOR MASONRY / ROOFS / PARAPETS,9358000,CIP,Q129,128-05 9TH AVENUE,Queens,11412,QUEENS,40.70799,-73.755269,412,27,4440330,4109060001,508,QN1206,"(40.70799, -73.755269)"
I.S. 518 - BROOKLYN,K,23,FY23 RESO A AUDITORIUM UPGRADE,894951,CIP,K275,985 ROCKAWAY AVENUE,Brooklyn,11236,BROOKLYN,40.644203,-73.892264,318,46,3326733,3082300001,986,BK1803,"(40.644203, -73.892264)"
P.S. 225 - MANHATTAN,M,2,FLOOD ELIMINATION / ROOFS / EXTERIOR MASONRY / EXTERIOR DOORS / PARAPETS / WINDOWS,18888000,CIP,M480,317 EAST 67 STREET,Manhattan,10023,MANHATTAN,40.773629,-73.985273,107,6,1030341,1011560030,15101,MN0701,"(40.773629, -73.985273)"
P.S. 117 - QUEENS,Q,28,LSP DOMESTIC WATER HEATER,84450,CIP,Q117,85-15 143RD STREET,Queens,11385,QUEENS,40.704406,-73.875183,405,32,4092660,4038120020,63301,QN0503,"(40.704406, -73.875183)"
I.S. 528 - MANHATTAN,M,6,LSP HOT WATER HEATER,106500,CIP,M528,180 WADSWORTH AVENUE,Manhattan,10014,MANHATTAN,40.729412,-74.006242,102,3,1009757,1005810054,67,MN0203,"(40.729412, -74.006242)"
THE WOODSIDE COMMUNITY SCHOOL - QUEENS,Q,30,FY24 RESO A PLAYGROUND UPGRADE,576000,CIP,Q339,39-07 57TH STREET,Queens,11361,QUEENS,40.771755,-73.780296,411,19,4134578,4060440001,1097,QN1102,"(40.771755, -73.780296)"
CONCORD HS - R,R,31,FY22 RESO A (MA) CULINARY KITCHEN / PATH OF TRAVEL RESO A (MA) CULINARY KITCHEN,2587000,CIP,R470,109 RHINE AVENUE,Staten Island,10301,STATEN IS,40.634032,-74.078611,501,49,5013382,5005060081,21,SI0102,"(40.634032, -74.078611)"
RED HOOK NEIGHBORHOOD SCHOOL  - K,K,15,ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS,15007300,CIP,K027,27 HUNTINGTON STREET,Brooklyn,11201,BROOKLYN,40.686959,-73.998053,306,39,3255627,3003110001,45,BK0601,"(40.686959, -73.998053)"
P.S. 185 - BROOKLYN,K,20,CLASSROOM FLOORING / PATH OF TRAVEL CLASSROOM FLOORING,2150000,CIP,K185,8601 RIDGE BOULEVARD,Brooklyn,11224,BROOKLYN,40.577217,-74.000194,313,47,3188726,3070060001,328,BK1302,"(40.577217, -74.000194)"
I.S. 217 - QUEENS,Q,28,ROOFS / PARAPETS / EXTERIOR MASONRY,9897000,CIP,Q217,85-05 144 STREET,Queens,11372,QUEENS,40.750172,-73.880363,403,25,4035854,4014600034,279,QN0301,"(40.750172, -73.880363)"
FOREST HILLS HS - QUEENS,Q,28,HVAC CHILLER COOLING SYSTEM REPLACEMENT,1877000,CIP,Q440,67-01 110 STREET,Queens,11106,QUEENS,40.765826,-73.9328,401,22,4467709,4005290002,45,QN0105,"(40.765826, -73.9328)"
I.S. 340 - BROOKLYN,K,13,LEAD SERVICE LINE,101344,CIP,K874,227 STERLING PLACE,Brooklyn,11212,BROOKLYN,40.665361,-73.922177,316,41,3081165,3035310023,900,BK1602,"(40.665361, -73.922177)"
P.S. 202 - BROOKLYN,K,19,ROOFS / PARAPETS / EXTERIOR MASONRY / FLOOD ELIMINATION / WINDOWS,25725725,CIP,K202,982 HEGEMAN AVENUE,Brooklyn,11234,BROOKLYN,40.613353,-73.930129,318,46,3239388,3084840001,652,BK1802,"(40.613353, -73.930129)"
K721 SPED - BROOKLYN,K,21,IPDVS INSTALLATIONS / IPDVS INSTALLATIONS / IPDVS INSTALLATIONS,595000,CIP,K722,64 AVENUE X,Brooklyn,11201,BROOKLYN,40.684524,-73.990993,306,39,3006356,3003970011,6902,BK0601,"(40.684524, -73.990993)"
FIORELLO LAGUARDIA HS - MANHATTAN,M,3,STAIRWELL WALLS,3751366,CIP,M485,100 AMSTERDAM AVENUE,Manhattan,10023,MANHATTAN,40.774351,-73.984753,107,6,1030343,1011570025,15101,MN0701,"(40.774351, -73.984753)"
I.S. 351 - BROOKLYN,K,13,FY18 RESO A COURTYARD GREENHOUSE,3472000,CIP,K056,170 GATES AVENUE,Brooklyn,11231,BROOKLYN,40.680415,-73.994754,306,39,3000000,3004490015,77,BK0601,"(40.680415, -73.994754)"
P.S. 306 - BRONX,X,10,FY24 RESO A LIBRARY UPGRADE,298982,CIP,X306,40 WEST TREMONT AVENUE,Bronx,10456,BRONX,40.827642,-73.904473,203,17,2004526,2026340001,135,BX0301,"(40.827642, -73.904473)"
P.S. 160 - QUEENS,Q,28,EXISTING BUILDING WORK-IPDVS / EXISTING BUILDING WORK- ELECTRICAL SYSTEMS,2233609.2,CIP,Q160,145-14 GLASSBORO AVENUE,Queens,11367,QUEENS,40.720924,-73.823362,408,24,4142980,4066060002,77902,QN0801,"(40.720924, -73.823362)"
P.S. 150 - BRONX,X,12,IPDVS INSTALLATIONS / IPDVS INSTALLATIONS,312500,CIP,X150,920 EAST 167 STREET,Bronx,10454,BRONX,40.808039,-73.926219,201,8,2097030,2022980001,23,BX0101,"(40.808039, -73.926219)"
CHANNEL VIEW SCL FOR RESEARCH - Q,Q,27,EXTERIOR MASONRY / FLOOD ELIMINATION,3996786,CIP,Q410,100-00 BEACH CHANNEL DRIVE,Queens,11413,QUEENS,40.668235,-73.756839,412,31,4280845,4130570056,330,QN1204,"(40.668235, -73.756839)"
P.S. 214 - BRONX,X,12,WALK-IN REFRIGERATORS AND FREEZERS,619365,CIP,X167,1970 WEST FARMS ROAD,Bronx,10473,BRONX,40.818228,-73.856302,209,18,2021923,2035640001,16,BX0902,"(40.818228, -73.856302)"
KURT HAHN EXPED LEARNING SCH - K,K,18,FY24 RESO A ROOM CONVERSION / FY24 RESO A ROOM CONVERSION / PATH OF TRAVEL RESO A ROOM CONVERSION / PATH OF TRAVEL RESO A ROOM CONVERSION,563000,CIP,K415,5800 TILDEN AVENUE,Brooklyn,11217,BROOKLYN,40.688834,-73.976905,302,35,3058752,3020980013,33,BK0203,"(40.688834, -73.976905)"
I.S. 75 - STATEN ISLAND,R,31,PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION,10419000,CIP,R075,455 HUGUENOT AVENUE,Staten Island,10306,STATEN IS,40.569393,-74.107737,502,50,5055367,5039300010,11204,SI9592,"(40.569393, -74.107737)"
P.S. 43 - BRONX,X,7,FULL PROGRAM ACCESSIBILITY / ROOFS,17088000,CIP,X043,165 BROWN PLACE,Bronx,10454,BRONX,40.810085,-73.923102,201,8,2000626,2023020040,39,BX0101,"(40.810085, -73.923102)"
P.S. 46 - STATEN ISLAND,R,31,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,1053731.65,CIP,R046,41 REID AVENUE,Staten Island,10312,STATEN IS,40.536639,-74.163815,503,51,5069075,5053360001,15602,SI0302,"(40.536639, -74.163815)"
HS OF COMMN. ARTS & TECH - QUEENS,Q,27,FY23 RESO A CAFETERIA UPGRADE,1474000,CIP,Q202,138-30 LAFAYETTE STREET,Queens,11364,QUEENS,40.754201,-73.760636,411,23,4161005,4074820317,138501,QN1102,"(40.754201, -73.760636)"
ALFRED E. SMITH HS - X,X,7,IPDVS CAMERA INSTALLATION / IPDVS CAMERA INSTALLATION / IPDVS CAMERA INSTALLATION,568596,CIP,X600,333 EAST 151 STREET,Bronx,10455,BRONX,40.810803,-73.907015,201,8,2003883,2025760026,35,BX0101,"(40.810803, -73.907015)"
FLUSHING HS - QUEENS,Q,25,ROOF REPLACEMENT,503655,CIP,Q462,27-01 149 STREET,Queens,11691,QUEENS,40.60201,-73.762795,414,31,4300730,4157360001,100804,QN1401,"(40.60201, -73.762795)"
I.S. 301 - BRONX,X,8,PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION,8877000,CIP,X120,890 CAULDWELL AVENUE,Bronx,10462,BRONX,40.837931,-73.853524,209,18,2041247,2039480055,222,BX0904,"(40.837931, -73.853524)"
P.S. 239 - QUEENS,Q,24,LSP DOMESTIC WATER HEATER,165984.08,CIP,Q239,17-15 WEIRFIELD STREET,Queens,11418,QUEENS,40.697961,-73.84796,409,29,4191296,4091770023,24,QN0902,"(40.697961, -73.84796)"
I.S. 339 - BRONX,X,9,WALK-IN REFRIGERATORS AND FREEZERS,494950,CIP,X147,1600 WEBSTER AVENUE,Bronx,10454,BRONX,40.813785,-73.92032,201,8,2097038,2023060054,43,BX0101,"(40.813785, -73.92032)"
P.S. 28 - BRONX,X,9,IPDVS INSTALLATIONS / IPDVS INSTALLATIONS / IPDVS CAMERA INSTALLATION,592000,CIP,X028,1861 ANTHONY AVENUE,Bronx,10459,BRONX,40.817512,-73.898212,202,17,2005616,2027100001,87,BX0202,"(40.817512, -73.898212)"
P.S. 375 - BROOKLYN,K,17,ROOFS / PARAPETS / EXTERIOR MASONRY,11975025,CIP,K320,46 MCKEEVER PLACE,Brooklyn,11221,BROOKLYN,40.68832,-73.932275,303,36,3044657,3016360001,293,BK0302,"(40.68832, -73.932275)"
P.S. 253 - BROOKLYN,K,21,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,9020,CIP,K253,2953 BRIGHTON 6 STREET,Brooklyn,11201,BROOKLYN,40.687466,-73.988288,302,33,3001070,3001880014,43,BK0202,"(40.687466, -73.988288)"
I.S. 77 - QUEENS,Q,24,EXTERIOR MASONRY / PARAPETS / ROOFS / WINDOWS / FLOOD ELIMINATION,23400000,CIP,Q849,976 SENECA AVENUE,Queens,10306,STATEN IS,40.576725,-74.100726,502,50,5053571,5036960100,11203,SI0202,"(40.576725, -74.100726)"
THE BROOKLYN SCHOOL FOR SOCIAL JUSTICE - K,K,32,WATER HEATER REPLACEMENT,2595000,CIP,K480,400 IRVING AVENUE,Brooklyn,11209,BROOKLYN,40.627898,-74.039985,310,47,3152318,3060130001,46,BK1001,"(40.627898, -74.039985)"
J.H.S. 216 - QUEENS,Q,26,Addition,58917852,CAP,Q216,64-20 175 STREET,Queens,11360,QUEENS,40.781813,-73.772861,407,19,4624555,4059580030,99703,QN0703,"(40.781813, -73.772861)"
H.S. @ 165-15 88 AVENUE - QUEENS,Q,78,New,110755000,CAP,Q497,165-15 88 AVENUE,Queens,11356,QUEENS,40.786356,-73.843876,407,19,4096962,4039980001,947,QN0701,"(40.786356, -73.843876)"
P.S. 41 - QUEENS,Q,26,ROOFS / PARAPETS / EXTERIOR MASONRY / SSBA - WORK IN EXISTING BUILDING,11099000,CIP,Q041,34-06 214 LANE,Queens,11691,QUEENS,40.593834,-73.76174,414,31,4467711,4158200001,99802,QN1401,"(40.593834, -73.76174)"
P.S. 145 - BROOKLYN,K,32,IPDVS CAMERA INSTALLATION / IPDVS CAMERA INSTALLATION,485000,CIP,K145,100 NOLL STREET,Brooklyn,11206,BROOKLYN,40.698869,-73.945042,303,36,3048352,3017260014,257,BK0301,"(40.698869, -73.945042)"
NEWTOWN HS - QUEENS,Q,24,LSP HOT WATER HEATER REPLACEMENT,231070.86,CIP,Q455,48-01 90 STREET,Queens,11354,QUEENS,40.765166,-73.82789,407,20,4113172,4050020001,1161,QN0707,"(40.765166, -73.82789)"
THURGOOD MARSHALL ACADEMY - MANHATTAN,M,5,IPDVS INSTALLATIONS / IPDVS INSTALLATIONS / IPDVS INSTALLATIONS,697000,CIP,M970,200-214 WEST 135 STREET,Manhattan,11373,QUEENS,40.739115,-73.882487,404,25,4467710,4015380075,485,QN0401,"(40.739115, -73.882487)"
P.S. 4 - MANHATTAN,M,6,RESO A PLAYGROUND UPGRADE / PATH OF TRAVEL RESO A PLAYGROUND,609000,CIP,M004,500 WEST 160 STREET,Manhattan,10024,MANHATTAN,40.785287,-73.97343,107,6,1032119,1012140029,169,MN0702,"(40.785287, -73.97343)"
P.S. 312 - BROOKLYN,K,22,FY23 RESO A LIBRARY UPGRADE,550072.14,CIP,K312,7103 AVENUE T,Brooklyn,11220,BROOKLYN,40.642121,-74.018997,307,38,3016258,3008620012,74,BK0702,"(40.642121, -74.018997)"
P.S. 12 - BROOKLYN,K,23,WALK-IN REFRIGERATORS AND FREEZERS,671993,CIP,K012,430 HOWARD AVENUE,Brooklyn,11231,BROOKLYN,40.677343,-74.011558,306,38,3008585,3005660001,5301,BK0601,"(40.677343, -74.011558)"
P.S. 72 - MANHATTAN,M,4,IPDVS INSTALLATIONS / IPDVS INSTALLATIONS / IPDVS INSTALLATIONS,605000,CIP,M072,131 EAST 104 STREET,Manhattan,10027,MANHATTAN,40.806768,-73.951061,110,9,1058470,1019260017,220,MN1001,"(40.806768, -73.951061)"
P.S. 176 - BROOKLYN,K,20,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS,20100110,CIP,K176,1225 69 STREET,Brooklyn,11218,BROOKLYN,40.640463,-73.977642,312,39,3126001,3053710001,488,BK1203,"(40.640463, -73.977642)"
P.S. 334 - MANHATTAN,M,3,ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS,19200000,CIP,M044,100 WEST 77 STREET,Manhattan,10010,MANHATTAN,40.738548,-73.982455,106,2,1019775,1009040024,64,MN0602,"(40.738548, -73.982455)"
P.S. 140 - QUEENS,Q,28,IPDVS INSTALLATIONS,110489.19,CIP,Q140,166-01 116 AVENUE,Queens,11372,QUEENS,40.754661,-73.887112,403,25,4442764,4012520001,285,QN0301,"(40.754661, -73.887112)"
P.S. 79 - QUEENS,Q,25,FY23 RESO A OUTDOOR CLASSROOM,819000,CIP,Q079,147-27 15 DRIVE,Queens,11385,QUEENS,40.703765,-73.912344,405,34,4082076,4034370001,545,QN0502,"(40.703765, -73.912344)"
M079 SPED - MANHATTAN,M,5,IPDVS INSTALLATIONS,385048.3,CIP,M079,55 EAST 120 STREET,Manhattan,10024,MANHATTAN,40.781958,-73.977638,107,6,1030196,1011490007,161,MN0702,"(40.781958, -73.977638)"
P.S. 284 - BROOKLYN,K,23,CHARTER MATCH BATHROOM UPGRADE,422000,CIP,K284,213 OSBORN STREET,Brooklyn,11201,BROOKLYN,40.697901,-73.98054,302,35,3000203,3001110001,23,BK0202,"(40.697901, -73.98054)"
P.S. 92 - QUEENS,Q,30,PLAYGROUND UPGRADE / PATH OF TRAVEL PLAYGROUND UPGRADE,329726,CIP,Q292,99-01 34TH AVENUE,Queens,11356,QUEENS,40.785327,-73.843749,407,19,4098406,4040890045,925,QN0701,"(40.785327, -73.843749)"
P.S. 96 - QUEENS,Q,27,Addition,51093080,CAP,Q096,130-17 ROCKAWAY BOULEVARD,Queens,11433,QUEENS,40.700606,-73.782302,412,27,4218416,4102500001,414,QN1202,"(40.700606, -73.782302)"
P.S. 106 - BROOKLYN,K,32,EXTERIOR MASONRY / FLOOD ELIMINATION / ROOFS,12370000,CIP,K106,1328 PUTNAM AVENUE,Brooklyn,11221,BROOKLYN,40.70069,-73.927481,304,34,3072497,3031850001,423,BK0401,"(40.70069, -73.927481)"
P.S. 315 - BROOKLYN,K,22,FY22 RESO A ROOM CONVERSION,76000,CIP,K152,725 EAST 23 STREET,Brooklyn,11229,BROOKLYN,40.601617,-73.959779,315,48,3196677,3072910030,556,BK1501,"(40.601617, -73.959779)"
LONG ISLAND CITY HS - Q,Q,30,CRACKED PARAPETS / FLOOD ELIMINATION / EXTERIOR MASONRY / ROOFS,21700000,CIP,Q452,14-30 BROADWAY,Queens,11373,QUEENS,40.741122,-73.874721,404,25,4045629,4018490001,461,QN0401,"(40.741122, -73.874721)"
P.S. 181 - QUEENS,Q,29,FY24 RESO A GYMNASIUM UPGRADE / PATH OF TRAVEL RESO A GYMNASIUM UPGRADE,463925,CIP,Q181,148-15 230 STREET,Queens,11355,QUEENS,40.759844,-73.820548,407,20,4114763,4050510027,863,QN0704,"(40.759844, -73.820548)"
FRANCIS LEWIS HS ANNEX - QUEENS,Q,78,New,45475000,CAP,Q434,174-25 59TH AVENUE,Queens,11101,QUEENS,40.753292,-73.924684,401,26,4314400,4006650010,157,QN0104,"(40.753292, -73.924684)"
I.S. 35 - BROOKLYN,K,16,FY18 RESO A AUDITORIUM UPGRADE,28000,CIP,K035,272 MACDONOUGH STREET,Brooklyn,11221,BROOKLYN,40.686592,-73.940747,303,36,3051540,3018210001,277,BK0302,"(40.686592, -73.940747)"
STATEN ISLAND TECHNICAL HS - R,R,31,FY21 RESO A GYMNASIUM UPGRADE,84000,CIP,R440,485 CLAWSON STREET,Staten Island,10301,STATEN IS,40.644735,-74.081222,501,49,5106483,5000220001,7,SI0101,"(40.644735, -74.081222)"
P.S. 140 - MANHATTAN,M,1,ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS / ANSUL SYSTEMS/FIRE SUPPRESSION / ELECTRICAL UPGRADE / HVAC UPGRADE FOR CLASSROOMS AND PA SPACES / HEATING PLANT UPGRADE / FLOOD ELIMINATION / LOW VOLTAGE ELECTRICAL SYSTEM,49922946,CIP,M140,123 RIDGE STREET,Manhattan,10026,MANHATTAN,40.802512,-73.94681,110,9,1051434,1016010001,190,MN1001,"(40.802512, -73.94681)"
I.S. 394 - BROOKLYN,K,17,ROOFS / EXTERIOR MASONRY / WINDOWS / FLOOD ELIMINATION / PARAPETS,17384000,CIP,K210,188 ROCHESTER AVENUE,Brooklyn,11223,BROOKLYN,40.590564,-73.969964,315,47,3195175,3071960001,37401,BK1301,"(40.590564, -73.969964)"
QUEENS SATELLITE HS FOR OPPORTUNITY - Q,Q,28,IPDVS INSTALLATIONS / IPDVS INSTALLATIONS / IPDVS INSTALLATIONS,540000,CIP,Q595,162-02 HILLSIDE AVENUE,Queens,11101,QUEENS,40.743509,-73.929076,402,26,4436685,4002260001,17902,QN0202,"(40.743509, -73.929076)"
